BIBLE	DECIMAL	UCHAR	HEX	PLANE	COUNT	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---Abureni---Abureni-Bible	800	̠	320	Combining Diacritical Marks 	125205	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	107	k	6b	Basic Latin 	8502	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	59	;	3b	Basic Latin 	208	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	115	s	73	Basic Latin 	7156	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	101	e	65	Basic Latin 	21259	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	111	o	6f	Basic Latin 	44340	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	112	p	70	Basic Latin 	3357	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	117	u	75	Basic Latin 	18797	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	100	d	64	Basic Latin 	14403	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	110	n	6e	Basic Latin 	32520	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	121	y	79	Basic Latin 	8021	MAT	001	002	Ebraham amar Azi̠ki̠; sa̠ Azi̠ki̠ amar A̠zeko̠pu̠; sa̠ A̠zeko̠pu̠ amar A̠zuda̠ na̠ a̠rumor d̠o̠yo̠;
Holy-Bible---Abureni---Abureni-Bible	44	,	2c	Basic Latin 	8146	MAT	001	003	sa̠ A̠zuda̠ amar Ape̠re̠z na̠ Aze̠ra, wa̠ onweni d̠awa aro̠ ma̠ Atama bho̠; sa̠ Ape̠re̠z amar E̠zro̠n; sa̠ E̠zro̠n amar Aram;
Holy-Bible---Abureni---Abureni-Bible	119	w	77	Basic Latin 	7003	MAT	001	003	sa̠ A̠zuda̠ amar Ape̠re̠z na̠ Aze̠ra, wa̠ onweni d̠awa aro̠ ma̠ Atama bho̠; sa̠ Ape̠re̠z amar E̠zro̠n; sa̠ E̠zro̠n amar Aram;
Holy-Bible---Abureni---Abureni-Bible	116	t	74	Basic Latin 	8130	MAT	001	003	sa̠ A̠zuda̠ amar Ape̠re̠z na̠ Aze̠ra, wa̠ onweni d̠awa aro̠ ma̠ Atama bho̠; sa̠ Ape̠re̠z amar E̠zro̠n; sa̠ E̠zro̠n amar Aram;
Holy-Bible---Abureni---Abureni-Bible	108	l	6c	Basic Latin 	10629	MAT	001	004	sa̠ Aram amar Ami̠nadab; sa̠ Ami̠nadab amar Anaso̠n; sa̠ Anaso̠n amar Asalmo̠n;
Holy-Bible---Abureni---Abureni-Bible	79	O	4f	Basic Latin 	1391	MAT	001	005	sa̠ Asalmo̠n amar A̠boa̠z wa̠ onweni bho̠ aro̠ ma̠ A̠rehab bho̠; sa̠ A̠boa̠z amar Obe̠di̠, wa̠ onweni bho̠ aro̠ ma̠ A̠rufu bho̠; sa̠ Obe̠di̠ amar Aze̠si̠;
Holy-Bible---Abureni---Abureni-Bible	102	f	66	Basic Latin 	724	MAT	001	005	sa̠ Asalmo̠n amar A̠boa̠z wa̠ onweni bho̠ aro̠ ma̠ A̠rehab bho̠; sa̠ A̠boa̠z amar Obe̠di̠, wa̠ onweni bho̠ aro̠ ma̠ A̠rufu bho̠; sa̠ Obe̠di̠ amar Aze̠si̠;
Holy-Bible---Abureni---Abureni-Bible	118	v	76	Basic Latin 	85	MAT	001	006	sa̠ Aze̠si̠ amar O̠li̠le̠ma A̠devidi; sa̠ A̠devidi amar Aso̠lo̠mo̠n, wa̠ onweni bho̠ aro̠ ma̠ ani̠ ta̠ A̠yuraya bho̠;
Holy-Bible---Abureni---Abureni-Bible	85	U	55	Basic Latin 	45	MAT	001	008	sa̠ Asaf amar A̠zehosafat; sa̠ A̠zehosafat amar A̠zoram; sa̠ A̠zoram amar Uzaya;
Holy-Bible---Abureni---Abureni-Bible	103	g	67	Basic Latin 	18453	MAT	001	011	sa̠ A̠zosaya amar A̠zekonaya na̠ a̠rumor d̠o̠yo̠ d̠a̠ igiel wa̠ ub̠ol awa ka̠ id̠ighom d̠a̠ Ababi̠lo̠n bho̠.
Holy-Bible---Abureni---Abureni-Bible	46	.	2e	Basic Latin 	4438	MAT	001	011	sa̠ A̠zosaya amar A̠zekonaya na̠ a̠rumor d̠o̠yo̠ d̠a̠ igiel wa̠ ub̠ol awa ka̠ id̠ighom d̠a̠ Ababi̠lo̠n bho̠.
Holy-Bible---Abureni---Abureni-Bible	73	I	49	Basic Latin 	1331	MAT	001	012	Igiel wa̠ na̠ ed̠ighom awa d̠a̠ Ababi̠lo̠n bho̠, sa̠ A̠zekonaya amar A̠seti̠e̠l; sa̠ A̠seti̠e̠l amar A̠zerubabe̠l;
Holy-Bible---Abureni---Abureni-Bible	68	D	44	Basic Latin 	205	MAT	001	018	Onon agu̠o̠ ubhin u̠mar A̠zizo̠s Akrai̠st bho̠. A̠zose̠fu̠ a̠sibh A̠meri, onweni D̠o̠yo̠ ma̠ obhin ani̠, ya̠a̠ kisa̠ awa ta̠ eten otu bha̠ A̠meri na̠ a̠mumor o̠nyi̠ ola̠ awo̠l d̠a̠ E̠mu̠gh E̠tu̠tu̠ bho̠ a̠ru.
Holy-Bible---Abureni---Abureni-Bible	87	W	57	Basic Latin 	367	MAT	001	020	Agu̠o̠ i̠na a̠bhin a̠d̠ighom d̠a̠ i̠ru̠an bho̠, sa̠ otileduom ta̠ Wa̠nwuna̠ a̠mutuma̠ i̠na d̠a̠ amala, a̠fugh ma̠a̠, “A̠zose̠fu̠ o̠nyi̠ ta̠ A̠devidi, ka̠ oghil obhin A̠meri ma̠ o̠ro̠ ani̠ d̠oyom, ezin bho̠ eghun wa̠ i̠na a̠mumor bho̠ awo̠l d̠a̠ E̠mu̠gh E̠tu̠tu̠ bho̠ a̠ru.
Holy-Bible---Abureni---Abureni-Bible	8220	“	201c	General Punctuation 	1301	MAT	001	020	Agu̠o̠ i̠na a̠bhin a̠d̠ighom d̠a̠ i̠ru̠an bho̠, sa̠ otileduom ta̠ Wa̠nwuna̠ a̠mutuma̠ i̠na d̠a̠ amala, a̠fugh ma̠a̠, “A̠zose̠fu̠ o̠nyi̠ ta̠ A̠devidi, ka̠ oghil obhin A̠meri ma̠ o̠ro̠ ani̠ d̠oyom, ezin bho̠ eghun wa̠ i̠na a̠mumor bho̠ awo̠l d̠a̠ E̠mu̠gh E̠tu̠tu̠ bho̠ a̠ru.
Holy-Bible---Abureni---Abureni-Bible	8221	”	201d	General Punctuation 	1032	MAT	001	021	I̠na ta̠ amar olobhiri o̠nyi̠, sa̠ anwa ta̠ a̠ghol a̠d̠ien d̠o̠yo̠ ma̠ A̠zizo̠s, ezin bho̠ i̠na ta̠ a̠tenemeni ma̠ a̠nwunom d̠o̠yo̠ d̠a̠ i̠karabh d̠awa.”
Holy-Bible---Abureni---Abureni-Bible	58	:	3a	Basic Latin 	203	MAT	001	022	Eb̠la̠ i̠nye̠n imite ma̠ agu̠o̠ ola̠ omuzoghod̠iom i̠di̠ar ya̠ Wa̠nwuna̠ bho̠ awo̠l d̠a̠ owil bho̠ a̠fugh ma̠a̠:
Holy-Bible---Abureni---Abureni-Bible	33	!	21	Basic Latin 	299	MAT	001	023	“I̠bi̠ghe̠! E̠kar o̠nyani̠ ta̠ a̠mumor amar olobhiri o̠nyi̠, sa̠ ta̠ oghol I̠na ma̠ I̠manu̠e̠l” (a̠ma̠ra̠ ma̠a̠, “A̠zib̠a̠ od̠i na̠ i̠yar”).
Holy-Bible---Abureni---Abureni-Bible	40	(	28	Basic Latin 	69	MAT	001	023	“I̠bi̠ghe̠! E̠kar o̠nyani̠ ta̠ a̠mumor amar olobhiri o̠nyi̠, sa̠ ta̠ oghol I̠na ma̠ I̠manu̠e̠l” (a̠ma̠ra̠ ma̠a̠, “A̠zib̠a̠ od̠i na̠ i̠yar”).
Holy-Bible---Abureni---Abureni-Bible	41	)	29	Basic Latin 	69	MAT	001	023	“I̠bi̠ghe̠! E̠kar o̠nyani̠ ta̠ a̠mumor amar olobhiri o̠nyi̠, sa̠ ta̠ oghol I̠na ma̠ I̠manu̠e̠l” (a̠ma̠ra̠ ma̠a̠, “A̠zib̠a̠ od̠i na̠ i̠yar”).
Holy-Bible---Abureni---Abureni-Bible	89	Y	59	Basic Latin 	544	MAT	001	025	Ya̠a̠ i̠na na̠ okod̠uom d̠o̠ ma̠ A̠meri tu̠tu̠n amar o̠nyi̠ bho̠, sa̠ a̠ghol a̠d̠ien D̠o̠yo̠ ma̠ A̠zizo̠s.
Holy-Bible---Abureni---Abureni-Bible	63	?	3f	Basic Latin 	477	MAT	002	002	sa̠ ipura̠n ma̠a̠: “Od̠i d̠a̠ a̠ken O̠li̠le̠ma A̠zu wa̠ u̠mar bho̠? I̠yar u̠bi̠gh e̠ni̠nai̠ny D̠o̠yo̠ ma̠ igiel wa̠ a̠b̠etina̠ bho̠ sa̠ i̠yar uru ra̠ okpud̠ia̠n onigha̠ o̠yo̠.”
Holy-Bible---Abureni---Abureni-Bible	83	S	53	Basic Latin 	1426	MAT	002	004	Sa̠ a̠kokod̠i ma̠ eb̠la̠ ogbo aru̠mu̠ rokur bho̠ na̠ i̠tu̠ghu̠me̠ni̠ ma̠ oloko bho̠ sa̠ a̠pura̠n ma̠a̠, “Ta̠ o̠mar Akrai̠st bho̠ d̠a̠ a̠ken?”
Holy-Bible---Abureni---Abureni-Bible	84	T	54	Basic Latin 	63	MAT	002	004	Sa̠ a̠kokod̠i ma̠ eb̠la̠ ogbo aru̠mu̠ rokur bho̠ na̠ i̠tu̠ghu̠me̠ni̠ ma̠ oloko bho̠ sa̠ a̠pura̠n ma̠a̠, “Ta̠ o̠mar Akrai̠st bho̠ d̠a̠ a̠ken?”
Holy-Bible---Abureni---Abureni-Bible	8216	‘	2018	General Punctuation 	288	MAT	002	006	“ ‘Anwa Abe̠ti̠li̠he̠m wa̠ od̠i d̠a̠ ebhugh A̠zuda̠ bho̠, anwa i̠ki̠r a̠pu d̠a̠ ogbo irileghom ya̠ od̠i d̠a̠ A̠zuda̠ bho̠, ku̠ku̠m eka̠, o̠ni̠ irileghom ta̠ ad̠u̠a d̠a̠ oyom a̠mite, ma̠ ola̠ ta̠ a̠rileghom a̠nwunom D̠ami̠, Izre̠l.’ ”
Holy-Bible---Abureni---Abureni-Bible	8217	’	2019	General Punctuation 	288	MAT	002	006	“ ‘Anwa Abe̠ti̠li̠he̠m wa̠ od̠i d̠a̠ ebhugh A̠zuda̠ bho̠, anwa i̠ki̠r a̠pu d̠a̠ ogbo irileghom ya̠ od̠i d̠a̠ A̠zuda̠ bho̠, ku̠ku̠m eka̠, o̠ni̠ irileghom ta̠ ad̠u̠a d̠a̠ oyom a̠mite, ma̠ ola̠ ta̠ a̠rileghom a̠nwunom D̠ami̠, Izre̠l.’ ”
Holy-Bible---Abureni---Abureni-Bible	75	K	4b	Basic Latin 	306	MAT	002	008	Sa̠ a̠ruom awa ma̠a̠: “I̠gi̠e̠ d̠a̠ Abe̠ti̠li̠he̠m ka̠ e̠mar epura̠n egboloma̠ ma̠ O̠nyi̠ bho̠. Ka̠ inyin u̠bi̠gh, bha̠ id̠ighi ma̠ agu̠o̠ ola̠ ami̠ ta̠ a̠loghom epa̠, b̠o̠ka̠ ami̠ agi̠ ani̠ ka̠ a̠kpud̠ia̠n I̠na.”
Holy-Bible---Abureni---Abureni-Bible	66	B	42	Basic Latin 	77	MAT	002	013	Agu̠o̠ awa i̠d̠u̠a bho̠, sa̠ otileduom ta̠ Wa̠nwuna̠ a̠mutuma̠ ma̠ A̠zose̠fu̠ d̠a̠ amala a̠fugh ma̠a̠: “B̠etina̠ ma̠ a̠bhin O̠nyi̠ bho̠ na̠ onweni D̠o̠yo̠ ma̠ anu̠r agi̠ d̠a̠ Izipt ka̠ aro̠, tu̠tu̠n anwa ta̠ a̠mula̠ amu̠gho̠n d̠a̠ o̠nu̠ d̠ami̠, ezin bho̠ E̠ro̠d ta̠ abho̠ro̠gh O̠nyi̠ bho̠ ma̠ ogigh.”
Holy-Bible---Abureni---Abureni-Bible	82	R	52	Basic Latin 	115	MAT	003	007	Sa̠ agu̠o̠ i̠na abi̠gh o̠lo̠gh Rafarisi na̠ Rasadusi na̠ eru ra̠ owura̠ amu̠m bho̠, sa̠ i̠na a̠fugh a̠nigha̠ awa ma̠a̠: “Inyin anwi̠i̠ny i̠bho̠ru̠bho̠ru̠ i̠karabh i̠di̠ar, a̠nyen a̠kikiom inyin oghil o̠d̠u̠a d̠a̠ ibom i̠gam ta̠ A̠zib̠a̠ wa̠ na̠ a̠ru bho̠?
Holy-Bible---Abureni---Abureni-Bible	77	M	4d	Basic Latin 	28	MAT	003	015	Ya̠a̠, A̠zizo̠s awo̠ran i̠na ma̠a̠: “Ma̠ra̠ aro̠ ma̠ o̠ku̠a ma̠ i̠se̠n ma̠ agu̠o̠ ola̠ ta̠ omuzoghod̠iom agu̠o̠ a̠sora̠n o̠ro̠ bho̠.” Sa̠ Azo̠n a̠ma̠ra̠ a̠gir o̠ku̠a.
Holy-Bible---Abureni---Abureni-Bible	78	N	4e	Basic Latin 	73	MAT	004	004	Sa̠ A̠zizo̠s awo̠ran ma̠a̠: “Na̠ o̠ge̠ oguri ma̠a̠: ‘O̠nyi̠o̠mo̠ro̠ni̠ ko obhin d̠o̠ d̠a̠ od̠e ed̠ia̠n ku̠ku̠m a̠d̠um, ya̠a̠ d̠a̠ eb̠la̠ ikpo a̠fugh ya̠ na̠ emite d̠a̠ o̠nu̠ ta̠ A̠zib̠a̠.’”
Holy-Bible---Abureni---Abureni-Bible	45	-	2d	Basic Latin 	186	MAT	005	046	Ka̠ inyin utula̠n ogbo ya̠ na̠ etula̠n inyin bho̠ ku̠ku̠m, asu̠o̠ bho̠ ka̠ ere? Igun ma̠ otua̠-ebhugh bho̠ eka̠ na̠ erugh o̠ku̠a.
Holy-Bible---Abureni---Abureni-Bible	8198	 	2006	General Punctuation 	13	MAT	006	009	“O̠ku̠a a̠d̠ighi be̠le̠ni̠, onon agu̠o̠ inyin ta̠ osiseiny: “ ‘O̠we̠de̠ d̠i̠yar wa̠ od̠i d̠a̠ ote̠nai̠ny, A̠d̠ien d̠oyom aro̠ ma̠ ola̠ e̠tu̠tu̠,
Holy-Bible---Abureni---Abureni-Bible	71	G	47	Basic Latin 	30	MAT	008	009	Ami̠ eka̠ bha̠ o̠ni̠ ola̠ od̠i d̠a̠ a̠dila̠de i̠to̠, sa̠ ami̠ inwuna̠ ma̠ a̠limon igboloma̠ ma̠ ogbo e̠gham ya̠ od̠i d̠a̠ ekpukpu d̠ami̠ bho̠. Ka̠ ami̠ iruom o̠ni̠ onon ma̠a̠, ‘Gi̠e̠,’ sa̠ ta̠ agi̠; ka̠ ami̠ iruom opa̠n o̠ni̠ ma̠a̠, ‘Tue,’ sa̠ ta̠ a̠ru. Ka̠ ami̠ iruom ogoni d̠ami̠ ma̠a̠, ‘Gire ma̠ abar onon,’ sa̠ i̠na ta̠ a̠gir.”
Holy-Bible---Abureni---Abureni-Bible	90	Z	5a	Basic Latin 	8	MAT	015	004	Ezin bho̠ A̠zib̠a̠ agba ma̠a̠, ‘Zuruna̠ ma̠ eghoi a̠nigha̠ ma̠ onweni na̠ o̠we̠de̠ d̠oyom’sa̠ ‘O̠ni̠ wa̠ a̠fugh i̠karabh a̠gboloma̠ ma̠ onweni d̠o̠yo̠ bo̠d̠o̠ o̠we̠de̠ d̠o̠yo̠, ta̠ ogigh.’
Holy-Bible---Abureni---Abureni-Bible	817	̱	331	Combining Diacritical Marks 	5	MAT	021	009	Sa̠ ro̠lo̠gh ogele i̠ro̠ d̠a̠ ed̠ia̠ na̠ d̠a̠ aman d̠o̠yo̠ bho̠ imulughu ma̠a̠, “Itutumeni e̠ro̠ enigha̠ ma̱ O̠nyi̠ ta̠ A̠devidi!” “E̠no̠gho̠man na̠ e̠te̠i̠ o̠ni̠ wa̠ na̠ a̠bhin a̠d̠ien ta̠ Wa̠nwuna̠ na̠ a̠ru bho̠.” “Itutumeni e̠ro̠ enigha̠ ma̠ A̠zib̠a̠ wa̠ od̠i d̠a̠ ote̠nai̠ny, wa̠ agi̠ ma̠ anyu̠ a̠pu bho̠!”
Holy-Bible---Abureni---Abureni-Bible	76	L	4c	Basic Latin 	13	MAT	026	052	Ya̠a̠, A̠zizo̠s aghaghana i̠na a̠fugh ma̠a̠, “Lo̠ghe̠ ma̠ ab̠e̠ge̠re̠ d̠oyom ma̠ esi wa̠ akpe̠ ma̠ o̠ro̠ bho̠, ezin bho̠ eb̠la̠ ogbo ya̠ na̠ esibh ab̠e̠ge̠re̠, na̠ emugh d̠a̠ ab̠e̠ge̠re̠.
Holy-Bible---Abureni---Abureni-Bible	72	H	48	Basic Latin 	2	MAT	027	037	Sa̠ awa i̠ge̠ ma̠ iku wa̠ i̠gba igboloma̠ i̠na bho̠, i̠ke̠ri̠ d̠a̠ anyu̠ d̠o̠yo̠ ma̠a̠: ONON A̠ZIZO̠S, O̠LI̠LE̠MA A̠ZU BHO̠.
Holy-Bible---Abureni---Abureni-Bible	80	P	50	Basic Latin 	3	MAR	006	022	Sa̠ o̠nyani̠ ta̠ E̠ro̠di̠as a̠d̠igh a̠ru ra̠ aghe̠r i̠gba d̠a̠ o̠d̠e̠ bho̠, sa̠ i̠gba bho̠ id̠igh ologi ma̠ E̠ro̠d na̠ ogbo ya̠ isor d̠a̠ o̠d̠e̠ bho̠ ka̠ i̠te̠i̠ esi ola̠ E̠ro̠d agba a̠nigha̠ ma̠ o̠gbara o̠nyani̠ bho̠ ma̠a̠, “Puru ami̠ ma̠ abar na̠ abar ola̠ na̠ ebhir anwa ma̠ o̠te̠i̠, sa̠ ami̠ ta̠ a̠nigha̠ nyam.”
Holy-Bible---Abureni---Abureni-Bible	225	á	e1	Latin-1 Supplement	1	MAR	009	001	Sa̠ A̠zizo̠s agba a̠nigha̠ awa ma̠a̠, “Ya̠gia̠ga̠i, ami̠ na̠ agba na̠ a̠nigha̠ inyin ma̠a̠ idi inyin ya̠ i̠mara ma̠ i̠se̠n bho̠ ko omugh d̠o̠ tu̠tu̠n awa ta̠ e̠bi̠gh ka̠ irileghom ta̠ A̠zib̠a̠ ná̠ a̠ru na̠ a̠limon.”
Holy-Bible---Abureni---Abureni-Bible	91	[	5b	Basic Latin 	7	MAR	011	025	Igiel inyin ub̠etina̠ u̠mara ma̠ osiseiny a̠siseiny, bha̠ i̠we̠le̠mane̠ ma̠ i̠karabh ya̠ inyin unwuna̠ ugboloma̠ ma̠ o̠ni̠, b̠o̠ka̠ o̠we̠de̠ d̠inyin wa̠ od̠i d̠a̠ ote̠nai̠ny bho̠ eka̠ awe̠le̠man i̠karabh od̠ighi̠ i̠di̠ar d̠oyom. [
Holy-Bible---Abureni---Abureni-Bible	93	]	5d	Basic Latin 	7	MAR	011	026	Ya̠a̠, ku̠gba ma̠a̠ anwa na̠ o̠we̠le̠man d̠o̠ ma̠ i̠karabh opa̠n o̠ni̠, bha̠ O̠we̠de̠ d̠oyom wa̠ od̠i d̠a̠ ote̠nai̠ny bho̠ eka̠ ko o̠we̠le̠man d̠o̠ ma̠ i̠karabh od̠ighi̠ i̠di̠ar d̠oyom.”]
Holy-Bible---Abureni---Abureni-Bible	224	à	e0	Latin-1 Supplement	1	MAR	013	023	Ikpona̠ o! Ami̠ nà̠ agba kabar kabar a̠nigha̠ inyin i̠se̠n kisa̠ obhel bho̠ ta̠ a̠lei.
Holy-Bible---Abureni---Abureni-Bible	47	/	2f	Basic Latin 	3	HEB	013	005	Irughe ma̠ ra̠ghud̠um d̠inyin eguri ma̠ agu̠o̠ ola̠ inyin ko oba̠ra̠ d̠o̠ ma̠ okpoki, ya̠a̠ i̠di̠ar ya̠ inyin unwuna̠ bho̠ elegha̠n inyin, ezin bho̠ A̠zib̠a̠ agba ma̠a̠, “Bebina̠ obhel ola̠ ami̠ ta̠ awe̠le̠man anwa bo̠; ami̠ ko oghel/ogin d̠o̠ na̠ oghel/ogin anwa nyen.”
Holy-Bible---Ahirani---Ahirani-Bible	2309	अ	905	Devanagari 	17176	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	2344	न	928	Devanagari 	100841	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	2368	ी	940	Devanagari 	71104	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	32	 	20	Basic Latin 	265963	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	2346	प	92a	Devanagari 	32697	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	2371	ृ	943	Devanagari 	1135	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	2341	थ	925	Devanagari 	2828	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	2381	्	94d	Devanagari 	75528	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	2357	व	935	Devanagari 	46640	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
Holy-Bible---Ahirani---Ahirani-Bible	2310	आ	906	Devanagari 	10807	GEN	001	002	अनी पृथ्वी आकारविरहित अनं शुन्य व्हती, खोल पाणीना वरना भागवर अंधार व्हता. अनी देवना आत्मा जलवर तळपी राहिंता.
